Email,Label,is_phishing_verdict,risk_level,explanation
18122,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate conference announcement, with specific details about the event, speakers, and organizing committee. It includes URLs for the conference homepage and email contact. The language is formal and professional, without any urgent or threatening tone. There are no suspicious links or attachments."
4802,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate discussion on a public mailing list. It contains a verifiable signature block with standard contact details, lacks any fabricated urgency or requests for sensitive information, and the included URL is a standard, safe mailing list administrative link. The tone and content are consistent with a legitimate technical support request."
12226,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a genuine inquiry from an individual seeking recommendations on a specific academic topic. The language used is formal and polite, with no signs of urgency or attempts to manipulate the recipient. The sender's signature block includes standard contact information, which further supports its legitimacy."
6838,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a genuine acknowledgement message from an employee, David Portz, for his work on a specific project. The tone and content are consistent with a legitimate internal communication. There are no suspicious links, requests for sensitive information, or unrealistic offers. The email does not contain any technical indicators of phishing such as spoofed domains, unusual file attachment types, or weird routing data."
960,0,True,High,"[Vote: 2 Phish / 1 Safe | Winning Logic: Social Engineering Expert] This email uses a generic greeting, contains an artificial urgency ('SAVE you $$$ Money!'), offers unrealistic discounts ('up to 80% Less than Retail Price!*'), and includes multiple suspicious links. The email also attempts to harvest credentials by asking the recipient to 'Click HERE' to remove themselves from the subscriber list. Additionally, it contains a signature block with unrelated promotional content, which is a common tactic used in phishing emails."
779,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate, automated internal communication. It includes specific details about the presentation ('lv cogen presentation attached') and the conference call ('11:30'). The email also contains standard business language, such as 'forwarded by' and 'cc:', which are common in corporate settings. There is no artificial urgency or requests for sensitive information. The tone and content are consistent with a legitimate internal communication."
8679,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate newsletter from NTK (Need To Know), a UK-based digest of technology and geek culture. The content is primarily composed of news, reviews, and humorous commentary on various topics, including cybersecurity, movies, and pop culture."
8120,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple red flags. It uses a generic subject line, has no clear sender information, and includes a mix of promotional language with vague health claims. The email also attempts to create urgency by offering discounts on prescription drugs. Furthermore, it includes links to various medications without providing any context or justification for the offers. The tone is overly promotional, and the email does not provide any value beyond trying to sell products."
2322,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email is empty, which is a strong indicator that it's not a legitimate or meaningful communication. This lack of content raises suspicions about the purpose and authenticity of the email."
6573,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic greeting, uses informal language ('model effort', 'by all means'), and creates artificial urgency ('rapidly eluding us'). The request for the recipient to plan their visit to Houston is vague and lacks specific details. The mention of hurricane season and housing arrangements finalized is an attempt to create a sense of realism. The email also contains a slight manipulation by asking the recipient what duties they could not perform from their current location to support another office, which is a common tactic used in phishing attempts."
2660,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate, internal corporate communication. It contains specific details about a contract suspension, financial estimates, and dates. The language is formal and professional, with no urgent or threatening tone. The email includes multiple recipients and CCs, which suggests it's an official company-wide notification. There are no suspicious links, attachments, or requests for sensitive information."
4771,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email contains a URL that is not suspicious, as it does not contain any unusual characters or formatting. The domain 'www.newsisfree.com' appears to be legitimate and not commonly used for phishing purposes. The email also lacks any fabricated urgency or requests for sensitive information. The tone and content are consistent with a legitimate newsletter or article about the gaming industry."
11429,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a suspiciously long URL with an unusual domain ('jr-cds.de') that is not commonly used for legitimate CD sales. The email also uses a generic greeting and lacks any specific context or details about the CDs being offered. Furthermore, it includes a vague statement about finding 'gute, günstige, gebrauchte und auch ungebrauchte CD's' which can be interpreted as an attempt to create urgency and pressure the recipient into acting without due consideration."
14198,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email is a classic example of a pharmacy or drugstore phishing attempt. It uses a generic greeting, contains multiple spelling and grammatical errors ('hi paliourg', 'aqnxugsk'), offers highly unrealistic financial incentives for medication purchases ('$ 279 . 99' to '$ 449 . 99'), and directs the victim to a suspicious, unofficial domain ('agelessliving.biz'). The email also includes an excessive number of medication options with varying prices, which is unusual for any legitimate pharmacy or drugstore. Furthermore, it contains no verifiable signature block, standard contact details, or any other indicators of legitimacy."
11417,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple red flags. The sender claims to be a senior credit officer at Barclays Bank PLC, but the email lacks any official bank branding or security measures. The story of an abandoned sum of £12.5 million is too good to be true and creates artificial urgency. The request for the recipient's trust and confidentiality is a classic social engineering tactic. The email also contains multiple spelling errors and uses overly formal language. Finally, the sender provides a personal email address and fax number, which is unusual for a bank official."
683,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic greeting, uses overly promotional language ('breathing new life into your business', 'powerful marketinq toois'), and includes an unusual number of underscores (_) in the signature block. The URL is not provided, but it's implied to be a click-away from the recipient's future success. This combination of factors suggests that the email may be attempting to manipulate the recipient into clicking a malicious link or providing sensitive information."
5405,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic greeting ('what ' s up , doc ?') and an attempt to create urgency with the phrase 'why pay big bucks ?', which is a common tactic used by phishers. The URL provided in the email is not suspicious, but it's unclear what the purpose of this link is. The tone of the email is informal and lacks any technical or professional context, which raises suspicions."
16278,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a genuine, informal discussion between individuals. It lacks any suspicious links, requests for sensitive information, or unrealistic offers. The tone and content are consistent with a legitimate conversation between friends or colleagues. Although the subject line is not explicitly stated, it does not contain any obvious phishing indicators."
11397,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email uses a generic greeting, contains no verifiable signature block with standard contact details. It lacks any technical support inquiry or request for sensitive information. The included URL is not a standard, safe administrative link. The tone and content are consistent with an attempt to harvest credentials or manipulate the recipient into clicking a malicious link."
18154,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate discussion forum post or blog entry, possibly from an individual with strong opinions. The tone is confrontational and critical towards Dave Winer, but it does not contain any obvious phishing indicators such as suspicious links, urgent requests for sensitive information, or attempts to harvest credentials. The language used is informal and conversational, which is consistent with online discussion forums."
17369,1,False,Low,"[Vote: 1 Phish / 2 Safe | Winning Logic: Network/Technical Analyst] The email contains a URL that appears to be a legitimate LiveJournal discussion link. However, it lacks any context or specific information about the conversation topic. The lack of urgency and the presence of a specific journal ID ('jwz') suggest that this is not a phishing attempt."
2153,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate, technical discussion sent to a public mailing list. It contains a verifiable signature block with standard contact details and lacks any fabricated urgency or requests for sensitive information. The tone and content are consistent with a legitimate technical support request."
